[{'A': 0, 'B': 3, 'C': 4, 'D': 37, 'E': 0, 'F': 8, 'G': 25, 'H': 1, 'I': 2, 'J': 2, 'K': 0, 'L': 24, 'M': 12, 'N': 0, 'O': 26, 'P': 14, 'Q': 8, 'R': 1, 'S': 32, 'T': 17}]
BCDEFGHIJKLMNOPQRST 	0.0                      	19	16	0	1
CD                  	17.911455792             	2	16	10	1
CD                  	29.065326917             	2	16	20	2
CD                  	39.632775552             	2	16	30	3
CD                  	49.970268625             	2	16	40	4
CD                  	60.194037481             	2	16	50	5
CD                  	70.353275834             	2	16	60	6
CD                  	80.472379961             	2	16	70	7
CD                  	90.564824823             	2	16	80	8
CD                  	100.63866029             	2	16	90	9
J                   	110.652777778            	1	16	100	1
--------------
