[{'A': 0, 'B': 0, 'C': 4, 'D': 0, 'E': 0, 'F': 2, 'G': 3, 'H': 1000, 'I': 1, 'J': 0, 'K': 2, 'L': 1, 'M': 0, 'N': 2, 'O': 0, 'P': 0, 'Q': 2, 'R': 1, 'S': 0, 'T': 0}]
BCDEFGHIJKLMNOPQRST 	0.0                      	19	10	0	1
CHIK                	0.062384158              	4	10	0.01	1
CHI                 	0.088422167              	3	10	0.02	1
CHI                 	0.111119639              	3	10	0.03	2
CHI                 	0.133747605              	3	10	0.04	3
CHI                 	0.156306636              	3	10	0.05	4
HK                  	0.17361065               	2	10	0.06	1
HK                  	0.189818716              	2	10	0.07	2
HK                  	0.206002562              	2	10	0.08	3
HK                  	0.222162328              	2	10	0.09	4
HK                  	0.238298156              	2	10	0.1	5
HK                  	0.254410185              	2	10	0.11	6
HK                  	0.270498553              	2	10	0.12	7
HK                  	0.286563396              	2	10	0.13	8
H                   	0.300117878              	1	10	0.14	1
--------------
