[{'A': 0, 'B': 0, 'C': 100, 'D': 0, 'E': 100, 'F': 0, 'G': 0, 'H': 100, 'I': 0, 'J': 100, 'K': 0, 'L': 100, 'M': 0, 'N': 0, 'O': 100, 'P': 100, 'Q': 0, 'R': 100, 'S': 0, 'T': 0}]
BCDEFGHIJKLMNOPQRST 	0.0                      	19	8	0	1
CEHJLOPR            	0.654554761              	8	8	0.1	1
CEHJLOPR            	1.228843226              	8	8	0.2	2
CEHJLOPR            	1.739115963              	8	8	0.3	3
CEHJLOPR            	2.197514124              	8	8	0.4	4
CEHJLOPR            	2.613291182              	8	8	0.5	5
CEHJLOPR            	2.993623262              	8	8	0.6	6
CEHJLOPR            	3.344161106              	8	8	0.7	7
CEHJLOPR            	3.669414921              	8	8	0.8	8
CEHJLOPR            	3.973028311              	8	8	0.9	9
CEHJLOPR            	4.257976876              	8	8	1.0	10
CEHJLOPR            	4.52671459               	8	8	1.1	11
CEHJLOR             	4.772216978              	7	8	1.2	1
CEHJLOP             	4.996825314              	7	8	1.3	2
CEHJLOR             	5.212642587              	7	8	1.4	3
CEHJLOR             	5.420567406              	7	8	1.5	4
GIKO                	5.616608987              	4	8	1.6	1
GKLN                	5.770225758              	4	8	1.7	2
FGN                 	5.917550554              	3	8	1.8	1
K                   	6.025                    	1	8	1.9	1
--------------
