[{'A': 0, 'B': 0, 'C': 12, 'D': 9, 'E': 13, 'F': 1, 'G': 0, 'H': 5, 'I': 0, 'J': 0, 'K': 3, 'L': 22, 'M': 3, 'N': 0, 'O': 3, 'P': 0, 'Q': 9, 'R': 10, 'S': 23, 'T': 0}]
CDEFHKLMOQRS        	0.0                      	12	12	0.0	1
CDEFHKLMOQRS        	1.042600418              	12	12	0.04	2
CDEHKLMOQRS         	1.825965661              	11	12	0.08	1
CDEHLMQRS           	2.503576738              	9	12	0.12	1
CDEHLMQRS           	2.972579312              	9	12	0.16	2
CDEHLMQRS           	3.417611093              	9	12	0.2	3
CDEHLMQRS           	3.840626554              	9	12	0.24	4
CDEHLMQRS           	4.243373308              	9	12	0.28	5
CLOR                	4.505511879              	4	12	0.32	1
CLOR                	4.643083009              	4	12	0.36	2
CLOR                	4.778926091              	4	12	0.4	3
CLOR                	4.91308663               	4	12	0.44	4
CLOR                	5.045608547              	4	12	0.48	5
CLOR                	5.176534247              	4	12	0.52	6
PR                  	5.2740202                	2	12	0.56	1
PR                  	5.340540829              	2	12	0.6	2
PR                  	5.406849142              	2	12	0.64	3
PR                  	5.472947679              	2	12	0.68	4
PR                  	5.538838939              	2	12	0.72	5
PR                  	5.60452538               	2	12	0.76	6
PR                  	5.670009425              	2	12	0.8	7
PR                  	5.735293456              	2	12	0.84	8
PR                  	5.800379818              	2	12	0.88	9
PR                  	5.86527082               	2	12	0.92	10
PR                  	5.929968736              	2	12	0.96	11
PR                  	5.994475803              	2	12	1.0	12
PR                  	6.058794226              	2	12	1.04	13
PR                  	6.122926173              	2	12	1.08	14
PR                  	6.186873783              	2	12	1.12	15
PR                  	6.250639158              	2	12	1.16	16
PR                  	6.314224371              	2	12	1.2	17
PR                  	6.377631463              	2	12	1.24	18
PR                  	6.440862445              	2	12	1.28	19
PR                  	6.503919295              	2	12	1.32	20
PR                  	6.566803966              	2	12	1.36	21
PR                  	6.629518378              	2	12	1.4	22
PR                  	6.692064424              	2	12	1.44	23
PR                  	6.75444397               	2	12	1.48	24
PR                  	6.816658852              	2	12	1.52	25
PR                  	6.878710883              	2	12	1.56	26
PR                  	6.940601845              	2	12	1.6	27
PR                  	7.002333497              	2	12	1.64	28
PR                  	7.063907572              	2	12	1.68	29
PR                  	7.125325778              	2	12	1.72	30
PR                  	7.186589797              	2	12	1.76	31
PR                  	7.247701289              	2	12	1.8	32
PR                  	7.308661889              	2	12	1.84	33
PR                  	7.369473208              	2	12	1.88	34
PR                  	7.430136837              	2	12	1.92	35
PR                  	7.490654341              	2	12	1.96	36
PR                  	7.551027265              	2	12	2.0	37
PR                  	7.611257133              	2	12	2.04	38
PR                  	7.671345444              	2	12	2.08	39
PR                  	7.731293681              	2	12	2.12	40
PR                  	7.791103303              	2	12	2.16	41
PR                  	7.85077575               	2	12	2.2	42
PR                  	7.910312441              	2	12	2.24	43
PR                  	7.969714778              	2	12	2.28	44
PR                  	8.028984141              	2	12	2.32	45
PR                  	8.088121893              	2	12	2.36	46
PR                  	8.147129378              	2	12	2.4	47
PR                  	8.20600792               	2	12	2.44	48
PR                  	8.264758828              	2	12	2.48	49
PR                  	8.323383392              	2	12	2.52	50
PR                  	8.381882884              	2	12	2.56	51
PR                  	8.44025856               	2	12	2.6	52
PR                  	8.49851166               	2	12	2.64	53
PR                  	8.556643404              	2	12	2.68	54
PR                  	8.614655                 	2	12	2.72	55
PR                  	8.672547638              	2	12	2.76	56
PR                  	8.730322492              	2	12	2.8	57
PR                  	8.787980722              	2	12	2.84	58
PR                  	8.845523472              	2	12	2.88	59
PR                  	8.90295187               	2	12	2.92	60
PR                  	8.960267032              	2	12	2.96	61
PR                  	9.017470057              	2	12	3.0	62
PR                  	9.074562031              	2	12	3.04	63
